id,description
146953,Title: Weight in the Form of a Ram. Date: 206 B.C.E.-220 C.E.. Classification: Weights/Measures. Medium: Gilt bronze.
148149,"Title: Knife, Brilliant Pattern. Date: None. Maker: Reed & Barton. Classification: Food/Drink. Medium: Silverplate."
185796,"Title: Right Hand from an Anthropoid Coffin. Date: 1292-945 B.C.E.. Classification: Sculpture. Medium: Wood, cartonnage, pigment."
194469,Title: Achi Chokyi Drolma on a Horse. Date: 18th-19th century. Classification: Sculpture. Medium: Gilt bronze with pigment.
3084,Title: Necklace. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Amethyst.
3085,Title: Necklace. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Carnelian.
3086,"Title: Necklace. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Amethyst, unidentified stone."
3088,Title: Kohl Jar. Date: ca. 1938-1700 B.C.E.. Classification: Vessel. Medium: Egyptian alabaster.
3090,Title: Kohl Jar. Date: ca. 1938-1700 B.C.E.. Classification: Vessel. Medium: Egyptian alabaster.
3091,Title: Ointment Vase. Date: ca. 1938-1700 B.C.E.. Classification: Vessel. Medium: Egyptian alabaster.
3092,Title: Ointment Vase. Date: ca. 1938-1700 B.C.E.. Classification: Vessel. Medium: Serpentine.
3093,Title: Ointment Vase. Date: ca. 1938-1700 B.C.E.. Classification: Vessel. Medium: Serpentine.
3098,Title: Cylindrical Tube Amulet. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Ivory.
3099,Title: Pendant. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Electrum.
3100,Title: Pendant. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Electrum.
3105,"Title: Undecorated Bracelet, One of Pair. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Ivory."
3589,Title: Ram and Lion. Date: 525-404 B.C.E.. Classification: Jewelry. Medium: Limestone.
3736,Title: Lion Vessel. Date: ca. 525-404 B.C.E.. Classification: Sculpture. Medium: Faience.
4205,Title: Deep Bowl. Date: ca. 2800-2675 B.C.E.. Classification: Vessel. Medium: Anorthosite gneiss.
4288,Title: Hollow Biconical Bead. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Silver.
4321,"Title: Undecorated Bracelet, One of Pair. Date: ca. 1938-1700 B.C.E.. Classification: Jewelry. Medium: Ivory."
9677,Title: Protective God as Dancer and Musician. Date: ca. 1390-1327 B.C.E.. Classification: Accessory. Medium: Faience.
10370,Title: Two Parlors from the Dr. Ezekial Porter House. Date: ca. 1750-1760. Classification: Period House or Room. Medium: Wood.
10371,Title: Three Rooms of the Sewall House. Date: 1665 & 1720. Classification: Period House or Room. Medium: Wood.
10527,"Title: Hall, The Cupola House. Date: ca. 1725; woodwork 1756-1758. Classification: Period House or Room. Medium: None."
22785,Title: The Reuben Bliss House. Date: ca. 1754-1755. Culture: American. Classification: Period House or Room. Medium: None.
23595,Title: Lady with Tambourine. Date: 19th century. Artist: Unknown. Classification: Painting. Medium: Oil painting.
59359,"Title: Couch with 3 cushions (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rockefeller Room). Date: ca. 1881. Designer and Maker: George A. Schastey. Classification: Furniture. Medium: Unidentified ebonized wood, original velvet upholstery."
60830,"Title: Bowl. Date: 19th century. Classification: Vessel. Medium: Cloisonné, enamel on copper."
85886,Title: Drop Leaf Table with Trestle Legs and Straight Gates. Date: ca. 1690. Culture: American. Classification: Furniture. Medium: Cherry wood.
96482,Title: Amulet in the Form of a Vulture. Date: 664-525 B.C.E.. Classification: Accessory. Medium: Gold.
101427,"Title: House Model. Date: 12th-13th century. Classification: Ceramic. Medium: Ceramic; fritware, molded with a turquoise glaze."
102892,"Title: Asakusa Temple at Kinryusan, from an untitled series of Famous Places in Edo. Date: ca. 1770. Artist: Kitao Shigemasa. Classification: Print. Medium: Color woodblock print on paper."
102894,"Title: Scenes at the New Yoshiwara, from an untitled series of Famous Places in Edo. Date: ca. 1770. Artist: Kitao Shigemasa. Classification: Print. Medium: Color woodblock print on paper."
102895,"Title: Enjoying the Cool Summer Evening at Ryogoku Bridge, from an untitled series of Famous Places in Edo. Date: ca. 1770. Artist: Kitao Shigemasa. Classification: Print. Medium: Color woodblock print on paper."
102904,"Title: Tenmangu Shrine at Kameido, from an untitled series of Famous Places in Edo. Date: ca. 1770. Artist: Kitao Shigemasa. Classification: Print. Medium: Color woodblock print on paper."
102912,"Title: Panoramic View of Atagoyama, from an untitled series of Famous Places in Edo. Date: ca. 1770. Artist: Kitao Shigemasa. Classification: Print. Medium: Color woodblock print on paper."
104475,Title: Standing Kali. Date: 12th century. Classification: Sculpture. Medium: Bronze.
110420,Title: Dancing Krishna. Date: ca. 11th century. Classification: Sculpture. Medium: Bronze.
117483,Title: Cosmetic Container. Date: ca. 1336 B.C.E.-1295 B.C.E.. Classification: Cosmetic. Medium: Wood (acacia?).
122370,Title: Mother Goddess Figurine. Date: 3rd-2nd century B.C.. Classification: Sculpture. Medium: Terracotta.
125960,"Title: Bowl Depicting A Human-Headed Winged Quadruped, Possibly Buraq. Date: 11th-12th century. Classification: Ceramic. Medium: Ceramic, ""Garrus"" ware; earthenware, incised on a white slip ground under a transparent brown glaze.."
127532,"Title: Soba Cup, One of Pair. Date: early 19th century. Classification: Ceramic. Medium: Porcelain with cobalt blue underglaze design of Dutch merchants and signal flags.."
146466,Title: Narrative Panel: Royal Figure with Attendants. Date: 5th century. Classification: Sculpture. Medium: Red terracotta.
154545,Title: Head of Bodhisattva Avalokiteshvara. Date: 10th century. Classification: Sculpture. Medium: Gray sandstone.
159422,Title: Headrest. Date: 20th century. Culture: Sidamo. Classification: Furniture. Medium: Wood.
165971,"Title: Primordial Goddess Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, unborn calf skins, cowry shells, stone beads, fabric paint, thread
Plate: Porcelain with overglaze enamel (China paint)."
166066,"Title: Fertile Goddess Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, flax warp, wool, hair weft, shells, bone needles, starfish, ceramic fetish figures, beads, coiled wool yarn medallions, wool cording, thread
Plate: Porcelain with overglaze enamel (China paint), rainbow luster."
166067,"Title: Ishtar Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, silk satin, flannel, felt, soutache, silk thread
Plate:Porcelain with overglaze enamel (China paint), metallic glaze, rainbow luster."
166069,"Title: Snake Goddess Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, Japanese cord, Maltese silk thread, DMC cotton embroidery floss, thread
Plate:Porcelain with overglaze enamel (China paint), rainbow overglaze, gold metallic glaze."
166071,"Title: Amazon Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, snake skin, silk, linen, titanium, satin thread, cotton floss, thread
Plate:Porcelain with overglaze enamel (China paint), silver metallic glaze, gold metallic glaze, and rainbow luster."
166072,"Title: Hatshepsut Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, polychrome DMC thread, canvas, silk thread
Plate:Porcelain with overglaze enamel (China paint)."
166073,"Title: Judith Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, velvet, wool, glass beads, etched 14-gauge sheet metal, couched cord, thread
Plate: Porcelain with overglaze enamel (China paint)."
166074,"Title: Sappho Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, padded silk satin fabric, silk thread
Plate: Porcelain with overglaze enamel (China paint)."
166075,"Title: Aspasia Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, stiffened cotton/linen fabric, “polished cotton” fabric, silk thread, metallic cord, cotton, thread
Plate: Porcelain with overglaze enamel (China paint)."
166076,"Title: Boadaceia Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, silk thread, handmade wool/felt forms, wool yarn, copper, “jewels,” thread
Plate:Porcelain with overglaze enamel (China paint) and burnished gold."
166077,"Title: Hypatia Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, weft-faced bleached linen tapestry, single-ply wool weft, silk thread, wool thread, rubber rings
Plate: Porcelain with overglaze enamel (China paint) and paint,."
166078,"Title: Marcella Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, wool, camel hair, wool fabric, silk thread
Plate: Porcelain with overglaze enamel (China paint) and rainbow luster overglaze."
166079,"Title: Saint Bridget Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, silk, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, hardwood, wool, monofilament nylon thread, silk, cotton floss thread, yarn, thread
Plate: Porcelain with overglaze enamel (China paint)."
166080,"Title: Theodora Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk satin fabric, silk, synthetic gold cord, colored silk couching threads, velvet, silk faille fabric, silk thread
Plate: Porcelain with overglaze enamel (China paint) and gold glaze."
166081,"Title: Hrosvitha Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, unbleached linen, felt backing, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, cotton sateen fabric, homemade cords, felt, thread
Plate: Porcelain with overglaze enamel (China paint)."
166083,"Title: Eleanor of Aquitaine Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, tapestry, bleached linen, wool, silk satin, silk thread, felt, appliquéd fabric, thread
Plate: Porcelain with overglaze enamel (China paint) and rainbow luster glaze."
166084,"Title: Hildegarde of Bingen Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner:Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, cotton cord, felt, silk thread, silk satin fabric, colored cords, unknown padding materials, thread
Plate: Porcelain with overglaze enamel (China paint) and metallic iridescent luster glaze."
166085,"Title: Petronilla de Meath Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, wool, silk, cotton, felt padding, wool and cotton cords, yarn, cotton floss, thread
Plate: Porcelain with overglaze enamel (China paint) and paint."
166086,"Title: Christine de Pisan Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, canvas, wool yarn, thread
Plate: Porcelain with overglaze enamel (China paint)."
166087,"Title: Isabella d'Este Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, thread, silk satin fabric, silk thread, cotton canvas, silk cord, handmade silk tassels
Plate: Porcelain with overglaze enamel (China paint), yellow luster, and rainbow overglaze."
166088,"Title: Elizabeth R. Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Silk satin, cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, pearls, satin fabric, colored silk thread
Plate: Porcelain with overglaze enamel (China paint), rainbow luster glaze, silk chiffon covered plastic ring, linen, dyed lace, gold wrapped cord, thread, and pearls."
166089,"Title: Artemisia Gentileschi Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Decorative fabrics, cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, silk velvet fabric, felt, linen interface, silk fabrics, textile paint, metallic cord, silk thread
Plate: Porcelain with overglaze enamel (China paint)."
166091,"Title: Anne Hutchinson Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, satin panel, sheer plain-weave cotton strips, polyester/cotton fabric, rayon/polyester cotton fabric, cotton and polyester twill tapes, cotton, satin, metallic gold cord, silk thread
Plate: Porcelain with overglaze enamel (China paint), rainbow luster overglaze, and silver metallic glaze."
166092,"Title: Sacajawea Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, cotton twill tape, silk, synthetic gold cord, tanned deerskin, glass beads, thread
Plate: Porcelain with overglaze enamel (China paint) and acrylic matte paint, tanned deerskin, beads."
166095,"Title: Sojourner Truth Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, muslin, flannel, cotton twill tape, silk, synthetic gold cord, cotton triangles, tapestry woven bands, cotton bias tape, cotton floss, thread
Plate: Porcelain with overglaze enamel (China paint), rainbow luster glaze, and paint."
166101,"Title: Natalie Barney Place Setting. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Runner: Cotton/linen base fabric, woven interface support material (horsehair, wool, and linen), cotton twill tape, silk, synthetic gold cord, iridescent vintage fabrics, sheer opalescent synthetic fabric, iridescent glass beads, black net, seed beads, thread
Plate: Porcelain with overglaze enamel (China paint), gold metallic glaze, blue luster glaze, mauve luster glaze, gold glaze, paint, glass beads."
167073,Title: Dish. Date: early 20th century. Artist: Kitaoji Rosanjin. Classification: Ceramic. Medium: Porcelain with underglaze blue and iron painting.
218581,Title: Along the Way. Date: 2013. Artist: KAWS. Classification: Sculpture. Medium: Wood.
3792,Title: Royal(?) Bust. Date: 305-30 B.C.E.. Classification: Sculpture. Medium: Steatite.
6535,"Title: Man's Robe. Date: late 19th-early 20th century. Culture: Ainu. Classification: Clothing. Medium: Elm bark, cotton, silk."
8698,Title: Lowboy (Dressing Table). Date: ca. 1730. Classification: Furnishing. Medium: Mahogany.
11662,Title: The North East Parlor of Joseph Russell House. Date: 18th century. Classification: Period House or Room. Medium: None.
25477,Title: Tea Caddy. Date: 1746. Maker: Humphrey Payne. Classification: Food/Drink. Medium: Silver.
33257,Title: Pitcher. Date: ca. 1815. Classification: Vessel. Medium: Earthenware.
44923,Title: Offering Bearers and Floral Bouquet. Date: 332-30 B.C.E. (possibly). Classification: Sculpture. Medium: Plaster.
50151,"Title: Mummy Mask. Date: second half 2nd century C.E.. Culture: Graeco-Egyptian. Classification: Funerary Object. Medium: Plaster, pigment, glass."
53707,Title: Chippendale Card Table. Date: mid 18th century. Culture: American. Classification: Furniture. Medium: Mahogany.
54025,"Title: Dish Depicting Turbaned Youth and Persian Poetic Inscriptions. Date: early 17th century. Classification: Ceramic. Medium: Ceramic, slip, underglaze, glaze."
54052,Title: Tile. Date: 13th-14th century. Classification: Tiles. Medium: Ceramic.
57463,Title: Urn. Date: 1821-1871. Maker: Roswell Gleason. Classification: Food/Drink. Medium: Pewter.
57624,Title: Standish. Date: ca. 1761-1793. Maker: Henry Will. Medium: Pewter.
59365,"Title: Side chair (one of a pair) Aesthetic Movement style with Moorish style embroidery (Rockefeller Room). Date: ca. 1880. Designer and Maker: George A. Schastey. Classification: Furniture. Medium: Unidentified ebonized wood, original velvet upholstery."
60614,"Title: Water Pitcher. Date: 19th century. Classification: Vessel. Medium: Translucent deep blue glass; free blown, applied, pinched, and gilded; tooled on the pontil."
60846,"Title: Bowl. Date: 960-1279. Classification: Ceramic. Medium: Stoneware, Jian ware from Fujian."
64308,Title: Bowl. Date: 960-1279. Classification: Ceramic. Medium: White porcellanous stoneware with translucent cream colored glaze.
65905,Title: Oviform Jar. Date: 1368-1644. Classification: Ceramic. Medium: Porcelain with overglaze enamel decoration.
65931,Title: Washer in the Shape of a Peach. Date: 1644-1919. Classification: Vessel. Medium: Earthenware with three-color (sancai) glaze..
74530,Title: Plaque with Hieroglyphs. Date: 100 B.C.E.-100 C.E.. Classification: Sculpture. Medium: Glass.
79206,"Title: Vase. Date: 1899-1905. Maker: Grueby Faience Co.. Classification: Container. Medium: Cermaic, glaze."
79911,Title: Queen Anne Desk. Date: ca. 1750. Culture: American. Classification: Furniture. Medium: Mahogany.
80139,"Title: Side Chair, One of Set. Date: ca. 1760-1770.. Culture: American. Classification: Furniture. Medium: Carved mahogany, Chippendale style."
80141,"Title: Side Chair, One of Set. Date: ca. 1760-1770. Culture: American. Classification: Furniture. Medium: Carved mahogany, Chippendale style."
80567,"Title: Sheraton Side Chair, One of Set. Date: ca.1820. Culture: American. Classification: Furniture. Medium: Rush, painted wood."
86398,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Green glass.
86399,Title: Vase. Date: ca. 1900. Maker: Louis Comfort Tiffany. Classification: Vessel. Medium: Silver.
90368,Title: Pitcher. Date: ca. 1879. Culture: American. Classification: Food/Drink. Medium: Silver.
91780,Title: Perfume Bottle with Stopper. Date: ca. 1901-1905. Culture: American. Classification: Vessel. Medium: Favrile glass.
94260,Title: Side Chair. Date: ca.1750. Culture: American. Classification: Furniture. Medium: Walnut and walnut veneer.
96361,"Title: Seated Prince. Date: ca. 1825. Classification: Painting. Medium: Oil on cotton (framed, conserved)."
97178,Title: Painting of a Seated Woman. Date: late 18th century. Classification: Painting. Medium: Oil on canvas.
98870,Title: Tile. Date: late 19th century. Classification: Tiles. Medium: Ceramic.
101884,"Title: Coffee Pot with Hinged Cover. Date: ca. 1875. Maker: J. E. Caldwell & Co.. Classification: Food/Drink. Medium: Sterling silver, ivory."
103323,"Title: Ring-Shaped Object. Date: 1100-256 B.C.E.. Classification: Accessory. Medium: Bronze, inlaid with silver."
106151,Title: Huqqah Bowl. Date: early 18th century. Culture: Mughal. Classification: Smoking/Drugs. Medium: Glass.
108634,Title: Salver. Date: 1731-1732. Maker: Edward Pocock. Medium: Silver.
109949,"Title: Standing Padmapani. Date: 17th-18th century. Classification: Sculpture. Medium: Ivory, polychrome."
110164,Title: Vase. Date: Designed 1953; Manufactured 1954. Manufacturer: Minic Custom Woodwork and Interiors. Classification: Furnishing. Medium: Walnut.
111427,"Title: Side Chair. Date: ca. 1907. Designer: Charles Sumner Greene. Classification: Furniture. Medium: Honduras mahogany, ebony, with inlay of silver, abalone, copper, pewter, and exotic woods."
111624,Title: Vase. Date: ca. 1930. Designer: George Sakier. Classification: Vessel. Medium: Black glass.
111667,Title: Palanquin Pole Collar. Date: 12th century. Classification: Ornament. Medium: Bronze with traces of gilt.
112166,Title: Large Vessel with Elephant Head Decoration on Shoulders. Date: ca. 12th century. Classification: Ceramic. Medium: Ceramic.
112403,Title: Bowl. Date: ca. 1960. Maker: Beatrice Wood. Classification: Vessel. Medium: Luster glazed earthenware.
114188,Title: Architectural Panel. Date: 18th century. Culture: Mughal. Classification: Architectural Element. Medium: Marble inlaid with variegated semi-precious stones.
114758,Title: Head of Buddha. Date: 8th century. Classification: Sculpture. Medium: Sandstone.
118400,"Title: Mummy Tag of Anoubion. Date: ca. 100-300 C.E.. Classification: Document. Medium: Wood, pigment."
122270,"Title: Divination Bowl with Inscriptions and Zodiac Signs. Date: mid-16th century. Classification: Vessel. Medium: Copper alloy (brass), engraved with repoussé center."
124995,"Title: Folio from a ""Shahnameh"": Rustam Fighting Puladvand Div. Date: ca. 1580-1590. Classification: Work on Paper. Medium: Ink, and opaque watercolors on paper."
146948,Title: You Vessel and Lid. Date: ca. 16th-11th century B.C.E.. Classification: Ceremonial. Medium: Bronze.
149194,Title: OK Territory. Date: 1943. Artist: Leon Polk Smith. Classification: Painting. Medium: Oil on canvas.
149216,Title: Correspondence Black-White. Date: 1967. Artist: Leon Polk Smith. Classification: Painting. Medium: Acrylic on canvas.
152731,"Title: Bowl, 1 of 4. Date: 11th-12th century. Classification: Vessel. Medium: Glass."
152732,"Title: Bowl, 1 of 4. Date: 11th-12th century. Classification: Vessel. Medium: Glass."
154228,Title: Tombs of Sultan Mahmud II (r. 1808-1839) and Abd'ul Aziz (r. 1861-1876). Date: 1890-1900. Artist: Jean Sébah. Classification: Photograph. Medium: Gelatin silver photograph.
154671,Title: Tile Relief with Antelope and Lion. Date: 5th century. Classification: Tiles. Medium: Terracotta.
156793,Title: Brooch. Date: ca. 1935-1945. Maker: William Spratling. Classification: Jewelry. Medium: Silver.
159009,Title: Decanter and Stopper. Date: ca. 19th century. Culture: European. Classification: Food/Drink. Medium: Glass.
159101,"Title: Glass, Chromatics Line. Date: Designed 1970; Made 1971-1973. Designer: Gerald Gulotta. Classification: Food/Drink. Medium: Colored glass."
162155,Title: Jue. Date: 14th century B.C.E.. Classification: Ceremonial. Medium: Bronze.
167128,Title: Lidded Jar in the Form of an Elephant. Date: 12th century. Classification: Ceramic. Medium: Stoneware with brown glaze.
3258,Title: Jar with Two String-Hole Handles. Date: ca. 3600-2800 B.C.E.. Classification: Vessel. Medium: Porphyry.
10509,"Title: Tall Clock. Date: 1720-1725. Maker: William Claggett. Classification: Time, Calendar. Medium: Mahogany (tulip poplar, chestnut, pine secondary woods), glass, brass."
25569,"Title: Medium Sized Standing Figure of a Bodhisattva. Date: late 2nd to 3rd century C.E.. Culture: Buddhist. Classification: Sculpture. Medium: Sculpture, grey schist."
46789,Title: Anacu or Acsu (Woman's Dress). Date: late 16th century. Culture: Inca. Classification: Clothing. Medium: Camelid fiber and cotton with embroidered edge-stitching: Wool (camelid) weft-faced plain weave with cotton warps with bands of tapestry (single-locking junctures) and embroidered edge-stitching.
46907,Title: Bust of Rubin. Date: None. Artist: Chana Orloff. Classification: Sculpture. Medium: Bronze.
54010,"Title: Lobed Bottle with Simurghs (Phoenixes) in Flight. Date: 17th century. Classification: Ceramic. Medium: Ceramic; fritware, painted in luster on opaque white and cobalt blue glazes."
54013,"Title: Frieze Tile with Animals. Date: 13th-14th century. Classification: Tiles. Medium: Ceramic; fritware, molded under a turquoise glaze."
57768,"Title: Bureau. Date: ca. 1870-1880. Culture: American. Classification: Furniture. Medium: Walnut, marble."
69841,"Title: Textile Hanging. Date: early 17th century. Classification: Textile. Medium: Silk, metal, cotton."
81810,"Title: Cup and Saucer. Date: early 20th century. Importer: The Rowland & Marsellus Company. Classification: Ceramic. Medium: 
Glazed earthenware."
81856,"Title: Tall Clock. Date: ca. 1800. Culture: American. Classification: Time, Calendar. Medium: Mahogany, brass."
85399,"Title: Book Stand. Date: late 19th century. Classification: Furniture. Medium: Wood, shell."
87534,Title: Sideboard. Date: ca. 1820. Classification: Furniture. Medium: Mahogany.
91007,Title: Pair of Portraits on Glass. Date: ca.1760. Maker: W. Panther (unidentified). Medium: None.
92479,"Title: Windsor Chairs. Date: ca. 1775. Classification: Furniture. Medium: Pine, hickory, and ash."
93140,Title: Basin with Blazon of Mamluk Sultan Qaytbay. Date: ca. A.H. 902-904/1496-1498 C.E.. Classification: Vessel. Medium: Bronze.
94634,Title: Bureau Chest. Date: ca. 1790-1810. Classification: Furniture. Medium: Mahogany with satinwood inlay.
95637,"Title: Samaya Totsukosho (Single-Pronged Vajra Bell). Date: 11th-14th century. Classification: Ceremonial. Medium: Gilt, cast bronze."
96489,"Title: Armchair, One of Pair. Date: ca. 1930. Classification: Furniture. Medium: Upholstery, hardwood veneered in palisander."
96519,"Title: Incense Burner in Shape of a Peacock. Date: 12th-13th century. Classification: Vessel. Medium: Copper alloy, pierced and engraved."
98345,"Title: Noah's Ark. Date: ca. 1850. Classification: Sculpture. Medium: Pine, pigment."
98436,"Title: Two Cats. Date: ca. 1880. Classification: Sculpture. Medium: Pine, pigment."
98443,"Title: Two Camels. Date: ca. 1880. Classification: Sculpture. Medium: Pine, pigment."
99290,"Title: Mirror Case. Date: early 19th century. Classification: Cosmetic. Medium: Wood, glass, paint, metal leaf, paper."
101881,Title: Wall Sconce. Date: 1665-1666. Classification: Fire/Heat. Medium: Silver gilt.
105845,Title: Jelly Glass. Date: ca. 1790. Classification: Food/Drink. Medium: Cut and engraved glass.
105854,Title: Jelly Glass. Date: ca. 1790. Classification: Food/Drink. Medium: Free-blown glass.
105855,Title: Jelly Glass. Date: ca. 1790. Classification: Food/Drink. Medium: Free-blown glass.
105856,Title: Jelly Glass. Date: ca. 1790. Classification: Food/Drink. Medium: Free-blown glass.
107971,Title: Dress Table with Veneer. Date: ca. 1830. Classification: Furniture. Medium: Mahogany.
109069,Title: Avalokiteshvara Padmapani. Date: 3rd-6th century. Classification: Sculpture. Medium: Limestone.
109571,Title: Primer. Date: 17th century. Culture: Mughal. Classification: Vessel. Medium: Carved ivory with traces of polychrome.
112151,"Title: Jar with Lid. Date: 19th century. Classification: Ceramic. Medium: Stoneware, glaze."
115593,Title: Maharaja Jaswant Singh II of Marwar. Date: ca. 1880. Artist: Narsingh. Classification: Painting. Medium: Opaque watercolors and gold on paper.
120807,"Title: Panel with Qur'anic Phrase. Date: A.H. 1198/1783 C.E.. Calligrapher: Ismail Efendi. Classification: Work on Paper. Medium: Ink on paper, wood."
124877,Title: Seated Buddha. Date: late 4th-early 5th century. Classification: Sculpture. Medium: Tan sandstone.
124889,"Title: Eight-pointed Star Tile. Date: ca. 1290–91. Classification: Tiles. Medium: Ceramic; fritware, painted in cobalt blue and luster on an opaque white glaze."
124891,"Title: Eight-Pointed Star Tile with Simurgh (Phoenix). Date: late 13th century. Classification: Tiles. Medium: Ceramic; fritware, painted in luster and blue over an opaque white glaze."
125962,"Title: Bowl. Date: 9th-10th century. Classification: Ceramic. Medium: Ceramic, glaze, slip."
126512,Title: Fragment of a Parapet. Date: ca. 1352-1336 B.C.E.. Classification: Sculpture. Medium: Limestone.
148347,Title: Plaque with Seated Shakyamuni. Date: late 7th - early 8th century. Classification: Sculpture. Medium: Silver repousse.
153339,"Title: Skyscraper Chamber Stick. Date: ca. 1928. Designer: Louis W. Rice. Classification: Light. Medium: Silverplate, patinated metal."
154670,Title: Seated Buddha with Attendant Bodhisattva. Date: 9th-10th century. Classification: Ceramic. Medium: Molded terracotta plaque.
155482,Title: Tray. Date: ca. 1875. Retailer: Richard Briggs & Co.. Classification: Ceramic. Medium: Glazed earthenware.
158926,Title: Female Torso. Date: first half of 12th century. Classification: Sculpture. Medium: Grey sandstone.
159683,Title: Head of a Buddha. Date: 7th - 8th century. Classification: Sculpture. Medium: Terracotta.
